EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceGroup,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM408,45,36-45,No,Rarely,192,Research & Development,10,Medium,College,Life Sciences,1,544,Low,Male,69,High,1,Research Scientist,Very High,Married,2654,Upto 5k,9655,3,Y,No,21,Outstanding,Very High,80,Medium,8,3,Fair,2,2,0,
RM453,45,36-45,No,Rarely,561,Sales,2,Near,Bachelor,Other,1,606,Very High,Male,61,High,2,Sales Executive,Medium,Married,4805,Upto 5k,16177,0,Y,No,19,Excellent,Medium,80,Low,9,3,Excellent,8,7,3,7
RM505,45,36-45,Yes,Frequently,306,Sales,26,Far,Master,Life Sciences,1,684,Low,Female,100,High,2,Sales Executive,Low,Married,4286,Upto 5k,5630,2,Y,No,14,Excellent,Very High,80,Medium,5,4,Good,1,1,0,0
RM565,45,36-45,No,Rarely,954,Sales,2,Near,College,Technical Degree,1,783,Medium,Male,46,Low,2,Sales Representative,High,Single,6632,5k-10k,12388,0,Y,No,13,Excellent,Low,80,No Stock,9,3,Good,8,7,3,1
RM604,45,36-45,No,Rarely,252,Research & Development,2,Near,Bachelor,Life Sciences,1,834,Medium,Female,95,Medium,1,Research Scientist,High,Single,2274,Upto 5k,6153,1,Y,No,14,Excellent,Very High,80,No Stock,1,3,Good,1,0,0,0
RM626,45,36-45,No,Rarely,930,Sales,9,Medium,Bachelor,Marketing,1,864,Very High,Male,74,High,3,Sales Executive,Low,Divorced,10761,10k-15k,19239,4,Y,Yes,12,Excellent,High,80,Low,18,2,Good,5,4,0,2
RM697,45,36-45,No,Non-Travel,805,Research & Development,4,Near,College,Life Sciences,1,972,High,Male,57,High,2,Laboratory Technician,Medium,Married,4447,Upto 5k,23163,1,Y,No,12,Excellent,Medium,80,No Stock,9,5,Fair,9,7,0,8
RM714,45,36-45,No,Rarely,974,Research & Development,1,Near,Master,Medical,1,996,Very High,Female,91,High,1,Laboratory Technician,Very High,Divorced,2270,Upto 5k,11005,3,Y,No,14,Excellent,Very High,80,Medium,8,2,Good,5,3,0,2
RM719,45,36-45,No,Non-Travel,248,Research & Development,23,Far,College,Life Sciences,1,1002,Very High,Male,42,High,2,Laboratory Technician,Low,Married,3633,Upto 5k,14039,1,Y,Yes,15,Excellent,High,80,Low,9,2,Good,9,8,0,8
RM756,45,36-45,No,Rarely,1234,Sales,11,Medium,College,Life Sciences,1,1045,Very High,Female,90,High,4,Manager,Very High,Married,17650,15k+,5404,3,Y,No,13,Excellent,Medium,80,Low,26,4,Excellent,9,3,1,1
RM760,45,36-45,No,Rarely,788,Human Resources,24,Far,Master,Medical,1,1049,Medium,Male,36,High,1,Human Resources,Medium,Single,2177,Upto 5k,8318,1,Y,No,16,Excellent,Low,80,No Stock,6,3,Good,6,3,0,4
RM806,45,36-45,No,Non-Travel,1050,Sales,9,Medium,Master,Life Sciences,1,1117,Medium,Female,65,Medium,2,Sales Executive,High,Married,5593,5k-10k,17970,1,Y,No,13,Excellent,Very High,80,Low,15,2,Good,15,10,4,12
RM855,45,36-45,No,Rarely,1457,Research & Development,7,Medium,Bachelor,Medical,1,1195,Low,Female,83,High,1,Research Scientist,High,Married,4477,Upto 5k,20100,4,Y,Yes,19,Excellent,High,80,Low,7,2,Fair,3,2,0,2
RM914,45,36-45,Yes,Rarely,1449,Sales,2,Near,Bachelor,Marketing,1,1277,Low,Female,94,Low,5,Manager,Medium,Single,18824,15k+,2493,2,Y,Yes,16,Excellent,Low,80,No Stock,26,2,Good,24,10,1,11
RM937,45,36-45,No,Frequently,364,Research & Development,25,Far,Bachelor,Medical,1,1306,Medium,Female,83,High,5,Manager,Medium,Single,18061,15k+,13035,3,Y,No,22,Outstanding,High,80,No Stock,22,4,Good,0,0,0,0
RM1035,45,36-45,No,Rarely,1038,Research & Development,20,Far,Bachelor,Medical,1,1460,Medium,Male,95,Low,3,Healthcare Representative,Low,Divorced,10851,10k-15k,19863,2,Y,Yes,18,Excellent,Medium,80,Low,24,2,Good,7,7,0,7
RM1038,45,36-45,No,Rarely,1448,Research & Development,29,Far,Bachelor,Technical Degree,1,1465,Medium,Male,55,High,3,Manufacturing Director,Very High,Married,9380,5k-10k,14720,4,Y,Yes,18,Excellent,Very High,80,Medium,10,4,Excellent,3,1,1,2
RM1093,45,36-45,No,Rarely,950,Research & Development,28,Far,Bachelor,Technical Degree,1,1546,Very High,Male,97,High,1,Research Scientist,Very High,Married,2132,Upto 5k,4585,4,Y,No,20,Outstanding,Very High,80,Low,8,3,Good,5,4,0,3
RM1100,45,36-45,No,Rarely,538,Research & Development,1,Near,Master,Technical Degree,1,1553,Low,Male,66,High,3,Healthcare Representative,Medium,Divorced,7441,5k-10k,20933,1,Y,No,12,Excellent,Low,80,High,10,4,Good,10,8,7,7
RM1143,45,36-45,No,Rarely,1015,Research & Development,5,Near,Doctor,Medical,1,1611,High,Female,50,Low,2,Laboratory Technician,Low,Single,5769,5k-10k,23447,1,Y,Yes,14,Excellent,Low,80,No Stock,10,3,Good,10,7,1,4
RM1144,45,36-45,No,Non-Travel,336,Sales,26,Far,Bachelor,Marketing,1,1612,Low,Male,52,Medium,2,Sales Executive,Low,Married,4385,Upto 5k,24162,1,Y,No,15,Excellent,Low,80,Low,10,2,Good,10,7,4,5
RM1161,45,36-45,No,Rarely,1329,Research & Development,2,Near,College,Other,1,1635,Very High,Female,59,Medium,2,Manufacturing Director,Very High,Divorced,5770,5k-10k,5388,1,Y,No,19,Excellent,Low,80,Medium,10,3,Good,10,7,3,9
RM1222,45,36-45,No,Non-Travel,1238,Research & Development,1,Near,Below College,Life Sciences,1,1712,High,Male,74,Medium,3,Healthcare Representative,High,Married,10748,10k-15k,3395,3,Y,No,23,Outstanding,Very High,80,Low,25,3,Fair,23,15,14,4
RM1226,45,36-45,No,Rarely,1005,Research & Development,28,Far,College,Technical Degree,1,1719,Very High,Female,48,Medium,4,Research Director,Medium,Single,16704,15k+,17119,1,Y,No,11,Excellent,High,80,No Stock,21,2,Good,21,6,8,6
RM1244,45,36-45,No,Rarely,176,Human Resources,4,Near,Bachelor,Life Sciences,1,1744,High,Female,56,Low,3,Human Resources,High,Married,9756,5k-10k,6595,4,Y,No,21,Outstanding,High,80,Medium,9,2,Excellent,5,0,0,3
RM1315,45,36-45,No,Non-Travel,589,Sales,2,Near,Master,Life Sciences,1,1845,High,Female,67,High,2,Sales Executive,High,Married,5154,5k-10k,19665,4,Y,No,22,Outstanding,Medium,80,Medium,10,3,Excellent,8,7,5,7
RM1347,45,36-45,No,Rarely,556,Research & Development,25,Far,College,Life Sciences,1,1888,Medium,Female,93,Medium,2,Manufacturing Director,Very High,Married,5906,5k-10k,23888,0,Y,No,13,Excellent,Very High,80,Medium,10,2,Fair,9,8,3,8
RM1363,45,36-45,No,Frequently,1297,Research & Development,1,Near,Master,Medical,1,1922,Medium,Male,44,High,2,Healthcare Representative,High,Single,5399,5k-10k,14511,4,Y,No,12,Excellent,High,80,No Stock,12,3,Good,4,2,0,3
RM1455,45,36-45,No,Rarely,374,Sales,20,Far,Bachelor,Life Sciences,1,2046,Very High,Female,50,High,2,Sales Executive,High,Single,4850,Upto 5k,23333,8,Y,No,15,Excellent,High,80,No Stock,8,3,Good,5,3,0,1
RM030,46,46-55,No,Rarely,705,Sales,2,Near,Master,Marketing,1,38,Medium,Female,83,High,5,Manager,Low,Single,18947,15k+,22822,3,Y,No,12,Excellent,Very High,80,No Stock,22,2,Fair,2,2,2,
RM049,46,46-55,No,Frequently,1211,Sales,5,Near,Master,Marketing,1,62,Low,Male,98,High,2,Sales Executive,Very High,Single,5772,5k-10k,20445,4,Y,Yes,21,Outstanding,High,80,No Stock,14,4,Good,9,6,0,8
RM080,46,46-55,No,Rarely,945,Human Resources,5,Near,College,Medical,1,103,Medium,Male,80,High,2,Human Resources,Medium,Divorced,5021,5k-10k,10425,8,Y,Yes,22,Outstanding,Very High,80,Low,16,2,Good,4,2,0,2
RM090,46,46-55,Yes,Rarely,669,Sales,9,Medium,College,Medical,1,118,High,Male,64,Medium,3,Sales Executive,Very High,Single,9619,5k-10k,13596,1,Y,No,16,Excellent,Very High,80,No Stock,9,3,Good,9,8,4,7
RM094,46,46-55,No,Frequently,638,Research & Development,1,Near,Bachelor,Medical,1,124,High,Male,40,Medium,3,Healthcare Representative,Low,Married,10673,10k-15k,3142,2,Y,Yes,13,Excellent,High,80,Low,21,5,Fair,10,9,9,5
RM179,46,46-55,No,Rarely,526,Sales,1,Near,College,Marketing,1,244,Medium,Female,92,High,3,Sales Executive,Low,Divorced,10453,10k-15k,2137,1,Y,No,25,Outstanding,High,80,High,24,2,Good,24,13,15,7
RM210,46,46-55,No,Rarely,644,Research & Development,1,Near,Master,Medical,1,288,Very High,Male,97,High,3,Healthcare Representative,Low,Divorced,9396,5k-10k,12368,7,Y,No,16,Excellent,High,80,Low,17,3,Good,4,2,0,
RM264,46,46-55,No,Rarely,488,Sales,2,Near,Bachelor,Technical Degree,1,363,High,Female,75,Low,4,Manager,Medium,Married,16872,15k+,14977,3,Y,Yes,12,Excellent,Medium,80,Low,28,2,Fair,7,7,7,7
RM366,46,46-55,No,Non-Travel,1144,Research & Development,7,Medium,Master,Medical,1,487,High,Female,30,High,2,Manufacturing Director,High,Married,5258,5k-10k,16044,2,Y,No,14,Excellent,High,80,No Stock,7,2,Excellent,1,0,0,0
RM413,46,46-55,No,Rarely,1485,Research & Development,18,Far,Bachelor,Medical,1,550,High,Female,87,High,2,Manufacturing Director,High,Divorced,4810,Upto 5k,26314,2,Y,No,14,Excellent,High,80,Low,19,5,Fair,10,7,0,8
RM430,46,46-55,No,Rarely,1009,Research & Development,2,Near,Bachelor,Life Sciences,1,575,Low,Male,51,High,4,Research Director,High,Married,17861,15k+,2288,6,Y,No,13,Excellent,High,80,No Stock,26,2,Poor,3,2,0,1
RM434,46,46-55,No,Rarely,1125,Sales,10,Medium,Bachelor,Marketing,1,580,High,Female,94,Medium,3,Sales Executive,Very High,Married,9071,5k-10k,11563,2,Y,Yes,19,Excellent,High,80,Low,15,3,Good,3,2,1,2
RM466,46,46-55,No,Frequently,1034,Research & Development,18,Far,Below College,Medical,1,624,Low,Female,86,High,3,Healthcare Representative,High,Married,10527,10k-15k,8984,5,Y,No,11,Excellent,Very High,80,No Stock,28,3,Fair,2,2,1,2
RM724,46,46-55,No,Rarely,566,Research & Development,7,Medium,College,Medical,1,1007,Very High,Male,75,High,3,Manufacturing Director,High,Divorced,10845,10k-15k,24208,6,Y,No,13,Excellent,Medium,80,Low,13,3,Good,8,7,0,7
RM771,46,46-55,No,Rarely,430,Research & Development,1,Near,Master,Medical,1,1069,Very High,Male,40,High,5,Research Director,Very High,Divorced,19627,15k+,21445,9,Y,No,17,Excellent,Very High,80,Medium,23,0,Good,2,2,2,2
RM779,46,46-55,No,Rarely,1003,Research & Development,8,Medium,Master,Life Sciences,1,1080,Very High,Female,74,Medium,2,Research Scientist,Low,Divorced,4615,Upto 5k,21029,8,Y,Yes,23,Outstanding,Low,80,High,19,2,Good,16,13,1,7
RM811,46,46-55,No,Rarely,406,Sales,3,Near,Below College,Marketing,1,1124,Low,Male,52,High,4,Manager,High,Married,17465,15k+,15596,3,Y,No,12,Excellent,Very High,80,Low,23,3,Good,12,9,4,9
RM862,46,46-55,No,Rarely,1402,Sales,2,Near,Bachelor,Marketing,1,1204,High,Female,69,High,4,Manager,Low,Married,17048,15k+,24097,8,Y,No,23,Outstanding,Low,80,No Stock,28,2,Good,26,15,15,9
RM870,46,46-55,No,Rarely,1450,Research & Development,15,Medium,College,Life Sciences,1,1217,Very High,Male,52,High,5,Research Director,Medium,Married,19081,15k+,10849,5,Y,No,11,Excellent,Low,80,Low,25,2,Good,4,2,0,3
RM878,46,46-55,No,Rarely,150,Research & Development,2,Near,Master,Technical Degree,1,1228,Very High,Male,60,High,2,Manufacturing Director,Very High,Divorced,7379,5k-10k,17433,2,Y,No,11,Excellent,High,80,Low,12,3,Fair,6,3,1,4
RM917,46,46-55,No,Rarely,168,Sales,4,Near,College,Marketing,1,1280,Very High,Female,33,Medium,5,Manager,Medium,Married,18789,15k+,9946,2,Y,No,14,Excellent,High,80,Low,26,2,Good,11,4,0,8
RM944,46,46-55,No,Rarely,991,Human Resources,1,Near,College,Life Sciences,1,1314,Very High,Female,44,High,1,Human Resources,Low,Single,3423,Upto 5k,22957,6,Y,No,12,Excellent,High,80,No Stock,10,3,Excellent,7,6,5,7
RM1032,46,46-55,Yes,Rarely,377,Sales,9,Medium,Bachelor,Marketing,1,1457,Low,Male,52,High,3,Sales Executive,Very High,Divorced,10096,10k-15k,15986,4,Y,No,11,Excellent,Low,80,Low,28,1,Excellent,7,7,4,3
RM1081,46,46-55,No,Rarely,228,Sales,3,Near,Bachelor,Life Sciences,1,1527,High,Female,51,High,4,Manager,Medium,Married,16606,15k+,11380,8,Y,No,12,Excellent,Very High,80,Low,23,2,Excellent,13,12,5,1
RM1136,46,46-55,No,Rarely,563,Sales,1,Near,Master,Life Sciences,1,1602,Very High,Male,56,Very High,4,Manager,Low,Single,17567,15k+,3156,1,Y,No,15,Excellent,Medium,80,No Stock,27,5,Poor,26,0,0,12
RM1232,46,46-55,No,Rarely,717,Research & Development,13,Medium,Master,Life Sciences,1,1727,High,Male,34,High,2,Healthcare Representative,Medium,Single,5562,5k-10k,9697,6,Y,No,14,Excellent,Very High,80,No Stock,19,3,Good,10,7,0,9
RM1236,46,46-55,No,Rarely,1277,Sales,2,Near,Bachelor,Life Sciences,1,1732,High,Male,74,High,3,Sales Executive,Very High,Divorced,10368,10k-15k,5596,4,Y,Yes,12,Excellent,Medium,80,Low,13,5,Fair,10,6,0,3
RM1278,46,46-55,No,Rarely,734,Research & Development,2,Near,Master,Medical,1,1789,High,Male,46,High,5,Research Director,Very High,Divorced,19328,15k+,14218,7,Y,Yes,17,Excellent,High,80,Low,24,3,Good,2,1,2,2
RM1286,46,46-55,No,Non-Travel,849,Sales,26,Far,College,Life Sciences,1,1801,Medium,Male,98,Medium,2,Sales Executive,Medium,Single,7991,5k-10k,25166,8,Y,No,15,Excellent,High,80,No Stock,6,3,Good,2,2,2,2
RM1299,46,46-55,Yes,Rarely,261,Research & Development,21,Far,College,Medical,1,1821,Very High,Female,66,High,2,Healthcare Representative,Medium,Married,8926,5k-10k,10842,4,Y,No,22,Outstanding,Very High,80,Low,13,2,Excellent,9,7,3,7
RM1323,46,46-55,No,Rarely,706,Research & Development,2,Near,College,Life Sciences,1,1857,Very High,Male,82,High,3,Manufacturing Director,Very High,Divorced,8578,5k-10k,19989,3,Y,No,14,Excellent,High,80,Low,12,4,Fair,9,8,4,7
RM1328,46,46-55,No,Rarely,1319,Sales,3,Near,Bachelor,Technical Degree,1,1863,Low,Female,45,Very High,4,Sales Executive,Low,Divorced,13225,10k-15k,7739,2,Y,No,12,Excellent,Very High,80,Low,25,5,Good,19,17,2,8
RM1334,46,46-55,Yes,Rarely,1254,Sales,10,Medium,Bachelor,Life Sciences,1,1869,High,Female,64,High,3,Sales Executive,Medium,Married,7314,5k-10k,14011,5,Y,No,21,Outstanding,High,80,High,14,2,Good,8,7,0,7
RM272,47,46-55,Yes,Non-Travel,666,Research & Development,29,Far,Master,Life Sciences,1,376,Low,Male,88,High,3,Manager,Medium,Married,11849,10k-15k,10268,1,Y,Yes,12,Excellent,Very High,80,Low,10,2,Fair,10,7,9,9
RM330,47,46-55,No,Rarely,1482,Research & Development,5,Near,Doctor,Life Sciences,1,447,Very High,Male,42,High,5,Research Director,High,Married,18300,15k+,16375,4,Y,No,11,Excellent,Medium,80,Low,21,2,Good,3,2,1,1
RM348,47,46-55,No,Frequently,1309,Sales,4,Near,Below College,Medical,1,467,Medium,Male,99,High,2,Sales Representative,High,Single,2976,Upto 5k,25751,3,Y,No,19,Excellent,Low,80,No Stock,5,3,Good,0,0,0,0
RM429,47,46-55,No,Rarely,983,Research & Development,2,Near,College,Medical,1,574,Low,Female,65,High,2,Manufacturing Director,Very High,Divorced,5070,5k-10k,7389,5,Y,No,13,Excellent,High,80,High,20,2,Good,5,0,0,4
RM533,47,46-55,No,Rarely,703,Sales,14,Medium,Master,Marketing,1,728,Very High,Male,42,High,2,Sales Executive,Low,Single,4960,Upto 5k,11825,2,Y,No,12,Excellent,Very High,80,No Stock,20,2,Good,7,7,1,7
RM545,47,46-55,No,Frequently,217,Sales,3,Near,Bachelor,Medical,1,746,Very High,Female,49,High,4,Sales Executive,High,Divorced,13770,10k-15k,10225,9,Y,Yes,12,Excellent,Very High,80,Medium,28,2,Fair,22,2,11,13
RM567,47,46-55,Yes,Frequently,719,Sales,27,Far,College,Life Sciences,1,785,Medium,Female,77,Very High,2,Sales Executive,High,Single,6397,5k-10k,10339,4,Y,Yes,12,Excellent,Very High,80,No Stock,8,2,Good,5,4,1,3
RM593,47,46-55,No,Rarely,202,Research & Development,2,Near,College,Other,1,820,High,Female,33,High,4,Manager,Very High,Married,16752,15k+,12982,1,Y,Yes,11,Excellent,High,80,Low,26,3,Fair,26,14,3,0
RM652,47,46-55,No,Rarely,249,Sales,2,Near,College,Marketing,1,903,High,Female,35,High,2,Sales Executive,Very High,Married,4537,Upto 5k,17783,0,Y,Yes,22,Outstanding,Low,80,Low,8,2,Good,7,6,7,7
RM666,47,46-55,No,Rarely,1454,Sales,2,Near,Master,Life Sciences,1,925,Very High,Female,65,Medium,1,Sales Representative,Very High,Single,3294,Upto 5k,13137,1,Y,Yes,18,Excellent,Low,80,No Stock,3,3,Fair,3,2,1,2
RM708,47,46-55,No,Frequently,1379,Research & Development,16,Far,Master,Medical,1,987,High,Male,64,Very High,2,Manufacturing Director,High,Divorced,5067,5k-10k,6759,1,Y,Yes,19,Excellent,High,80,No Stock,20,3,Excellent,19,10,2,7
RM720,47,46-55,No,Rarely,955,Sales,4,Near,College,Life Sciences,1,1003,Very High,Female,83,High,2,Sales Executive,Very High,Single,4163,Upto 5k,8571,1,Y,Yes,17,Excellent,High,80,No Stock,9,0,Good,9,0,0,7
RM1021,47,46-55,No,Rarely,465,Research & Development,1,Near,Bachelor,Technical Degree,1,1438,Low,Male,74,High,1,Research Scientist,Very High,Married,3420,Upto 5k,10205,7,Y,No,12,Excellent,High,80,Low,17,2,Fair,6,5,1,2
RM1025,47,46-55,No,Rarely,359,Research & Development,2,Near,Master,Medical,1,1443,Low,Female,82,High,4,Research Director,High,Married,17169,15k+,26703,3,Y,No,19,Excellent,Medium,80,Medium,26,2,Excellent,20,17,5,6
RM1068,47,46-55,No,Rarely,571,Sales,14,Medium,Bachelor,Medical,1,1503,High,Female,78,High,2,Sales Executive,High,Married,4591,Upto 5k,24200,3,Y,Yes,17,Excellent,High,80,Low,11,4,Fair,5,4,1,2
RM1155,47,46-55,No,Rarely,1176,Human Resources,26,Far,Master,Life Sciences,1,1625,Very High,Female,98,High,5,Manager,High,Married,19658,15k+,5220,3,Y,No,11,Excellent,High,80,Low,27,2,Good,5,2,1,0
RM1195,47,46-55,No,Rarely,1225,Sales,2,Near,Master,Life Sciences,1,1676,Medium,Female,47,Very High,4,Manager,Medium,Divorced,15972,15k+,21086,6,Y,No,14,Excellent,High,80,High,29,2,Good,3,2,1,2
RM1224,47,46-55,Yes,Frequently,1093,Sales,9,Medium,Bachelor,Life Sciences,1,1716,High,Male,82,Low,4,Sales Executive,High,Married,12936,10k-15k,24164,7,Y,No,11,Excellent,High,80,No Stock,25,3,Poor,23,5,14,10
RM1235,47,46-55,No,Non-Travel,543,Sales,2,Near,Master,Marketing,1,1731,High,Male,87,High,2,Sales Executive,Medium,Married,4978,Upto 5k,3536,7,Y,No,11,Excellent,Very High,80,Low,4,3,Poor,1,0,0,0
RM1304,47,46-55,No,Rarely,1001,Research & Development,4,Near,Bachelor,Life Sciences,1,1827,High,Female,92,Medium,3,Manufacturing Director,Medium,Divorced,10333,10k-15k,19271,8,Y,Yes,12,Excellent,High,80,Low,28,4,Good,22,11,14,10
RM1322,47,46-55,No,Rarely,207,Research & Development,9,Medium,Master,Life Sciences,1,1856,Medium,Female,64,High,1,Laboratory Technician,High,Single,2105,Upto 5k,5411,4,Y,No,12,Excellent,High,80,No Stock,7,2,Good,2,2,2,0
RM1371,47,46-55,No,Non-Travel,1169,Research & Development,14,Medium,Master,Technical Degree,1,1934,High,Male,64,High,2,Research Scientist,Medium,Married,5467,5k-10k,2125,8,Y,No,18,Excellent,High,80,Low,16,4,Excellent,8,7,1,7
RM1415,47,46-55,No,Rarely,1180,Research & Development,25,Far,Bachelor,Medical,1,1993,Low,Male,84,High,3,Healthcare Representative,High,Single,8633,5k-10k,13084,2,Y,No,23,Outstanding,Medium,80,No Stock,25,3,Good,17,14,12,11
RM1422,47,46-55,No,Non-Travel,1162,Research & Development,1,Near,Below College,Medical,1,2000,High,Female,98,High,3,Research Director,Medium,Married,11957,10k-15k,17231,0,Y,No,18,Excellent,Low,80,Medium,14,3,Poor,13,8,5,12
RM051,48,46-55,Yes,Rarely,626,Research & Development,1,Near,College,Life Sciences,1,64,Low,Male,98,Medium,3,Laboratory Technician,High,Single,5381,5k-10k,19294,9,Y,Yes,13,Excellent,Very High,80,No Stock,23,2,Good,1,0,0,0
RM353,48,46-55,No,Rarely,530,Sales,29,Far,Below College,Medical,1,473,Low,Female,91,High,3,Manager,High,Married,12504,10k-15k,23978,3,Y,No,21,Outstanding,Medium,80,Low,15,3,Poor,0,0,0,0
RM445,48,46-55,No,Rarely,163,Sales,2,Near,Doctor,Marketing,1,595,Medium,Female,37,High,2,Sales Executive,Very High,Married,4051,Upto 5k,19658,2,Y,No,14,Excellent,Low,80,Low,14,2,Good,9,7,6,7
RM493,48,46-55,No,Rarely,1236,Research & Development,1,Near,Master,Life Sciences,1,664,Very High,Female,40,Medium,4,Manager,Low,Married,15402,15k+,17997,7,Y,No,11,Excellent,Low,80,Low,21,3,Poor,3,2,0,2
RM521,48,46-55,No,Rarely,817,Sales,2,Near,Below College,Marketing,1,712,Medium,Male,56,Very High,2,Sales Executive,Medium,Married,8120,5k-10k,18597,3,Y,No,12,Excellent,Very High,80,No Stock,12,3,Good,2,2,2,2
RM679,48,46-55,No,Rarely,1469,Research & Development,20,Far,Master,Medical,1,945,Very High,Male,51,High,1,Research Scientist,High,Married,2259,Upto 5k,5543,4,Y,No,17,Excellent,Low,80,Medium,13,2,Fair,0,0,0,0
RM736,48,46-55,No,Rarely,277,Research & Development,6,Medium,Bachelor,Life Sciences,1,1022,Low,Male,97,Medium,2,Healthcare Representative,High,Single,4240,Upto 5k,13119,2,Y,No,13,Excellent,Very High,80,No Stock,19,0,Good,2,2,2,2
RM737,48,46-55,No,Rarely,1355,Research & Development,4,Near,Master,Life Sciences,1,1024,High,Male,78,Medium,3,Healthcare Representative,High,Single,10999,10k-15k,22245,7,Y,No,14,Excellent,Medium,80,No Stock,27,3,Good,15,11,4,8
RM805,48,46-55,No,Non-Travel,1262,Research & Development,1,Near,Master,Medical,1,1116,Low,Male,35,Very High,4,Manager,Very High,Single,16885,15k+,16154,2,Y,No,22,Outstanding,High,80,No Stock,27,3,Fair,5,4,2,1
RM902,48,46-55,No,Rarely,969,Research & Development,2,Near,College,Technical Degree,1,1258,Very High,Male,76,Very High,1,Laboratory Technician,Medium,Single,2559,Upto 5k,16620,5,Y,No,11,Excellent,High,80,No Stock,7,4,Fair,1,0,0,0
RM905,48,46-55,No,Rarely,715,Research & Development,1,Near,Bachelor,Life Sciences,1,1263,Very High,Male,76,Medium,5,Research Director,Very High,Single,18265,15k+,8733,6,Y,No,12,Excellent,High,80,No Stock,25,3,Excellent,1,0,0,0
RM970,48,46-55,No,Rarely,855,Research & Development,4,Near,Bachelor,Life Sciences,1,1363,Very High,Male,54,High,3,Manufacturing Director,Very High,Single,7898,5k-10k,18706,1,Y,No,11,Excellent,High,80,No Stock,11,2,Good,10,9,0,8
RM1039,48,46-55,No,Rarely,1221,Sales,7,Medium,Bachelor,Marketing,1,1466,High,Male,96,High,2,Sales Executive,Low,Divorced,5486,5k-10k,24795,4,Y,No,11,Excellent,Low,80,High,15,3,Good,2,2,2,2
RM1104,48,46-55,No,Rarely,492,Sales,16,Far,Master,Life Sciences,1,1557,High,Female,96,High,2,Sales Executive,High,Divorced,6439,5k-10k,13693,8,Y,No,14,Excellent,High,80,Low,18,2,Good,8,7,7,7
RM1115,48,46-55,No,Rarely,1108,Research & Development,15,Medium,Master,Other,1,1576,High,Female,65,High,1,Research Scientist,Low,Married,2367,Upto 5k,16530,8,Y,No,12,Excellent,Very High,80,Low,10,3,Fair,8,2,7,6
RM1167,48,46-55,No,Frequently,365,Research & Development,4,Near,Doctor,Medical,1,1644,High,Male,89,Medium,4,Manager,Very High,Married,15202,15k+,5602,2,Y,No,25,Outstanding,Medium,80,Low,23,3,Good,2,2,2,2
RM1205,48,46-55,Yes,Frequently,708,Sales,7,Medium,College,Medical,1,1691,Very High,Female,95,High,1,Sales Representative,High,Married,2655,Upto 5k,11740,2,Y,Yes,11,Excellent,High,80,Medium,19,3,Good,9,7,7,7
RM1332,48,46-55,No,Rarely,1224,Research & Development,10,Medium,Bachelor,Life Sciences,1,1867,Very High,Male,91,Medium,5,Research Director,Medium,Married,19665,15k+,13583,4,Y,No,12,Excellent,Very High,80,No Stock,29,3,Good,22,10,12,9
RM1352,48,46-55,No,Frequently,117,Research & Development,22,Far,Bachelor,Medical,1,1900,Very High,Female,58,High,4,Manager,Very High,Divorced,17174,15k+,2437,3,Y,No,11,Excellent,Medium,80,Low,24,3,Good,22,17,4,7
RM002,49,46-55,No,Frequently,279,Research & Development,8,Medium,Below College,Life Sciences,1,2,High,Male,61,Medium,2,Research Scientist,Medium,Married,5130,5k-10k,24907,1,Y,No,23,Outstanding,Very High,80,Low,10,3,Good,10,7,1,7
RM130,49,46-55,No,Rarely,470,Research & Development,20,Far,Master,Medical,1,170,High,Female,96,High,2,Manufacturing Director,Low,Married,6567,5k-10k,5549,1,Y,No,14,Excellent,High,80,No Stock,16,2,Fair,15,11,5,11
RM202,49,46-55,No,Non-Travel,1002,Research & Development,18,Far,Master,Life Sciences,1,275,Very High,Male,92,High,2,Manufacturing Director,Very High,Divorced,6804,5k-10k,23793,1,Y,Yes,15,Excellent,Low,80,Medium,7,0,Good,7,7,1,7
RM291,49,46-55,No,Frequently,636,Research & Development,10,Medium,Master,Life Sciences,1,396,High,Female,35,High,5,Research Director,Low,Single,18665,15k+,25594,9,Y,Yes,11,Excellent,Very High,80,No Stock,22,4,Good,3,2,1,2
RM317,49,46-55,No,Rarely,1091,Research & Development,1,Near,College,Technical Degree,1,431,High,Female,90,Medium,4,Healthcare Representative,High,Single,13964,10k-15k,17810,7,Y,Yes,12,Excellent,Very High,80,No Stock,25,2,Good,7,1,0,7
RM376,49,46-55,No,Rarely,1261,Research & Development,7,Medium,Bachelor,Other,1,499,Medium,Male,31,Medium,3,Healthcare Representative,High,Single,10965,10k-15k,12066,8,Y,No,24,Outstanding,High,80,No Stock,26,2,Good,5,2,0,0
RM474,49,46-55,No,Rarely,1245,Research & Development,18,Far,Master,Life Sciences,1,638,Very High,Male,58,Medium,5,Research Director,High,Divorced,19502,15k+,2125,1,Y,Yes,17,Excellent,High,80,Low,31,5,Good,31,9,0,9
